bug_id,title,type,project,clean_title
301488,Sessions: clicking on code review button should open multi-diff editor with code review,bug,VS Code,session clicking code review button open multidiff editor code review
301483,Sessions: code review button does not size well,bug,VS Code,session code review button size well
301482,Sessions: Create PR button has bad sizing behaviour,bug,VS Code,session create pr button bad sizing behaviour
301458,Copilot Chat shows “Contact your admin” for models on personal GitHub account (VS Code Insiders),bug,VS Code,copilot chat show contact admin model personal github account v code insider
301305,Copilot CLI creates issues and PRs without permission request,bug,VS Code,copilot cli creates issue pr without permission request
301303,When delegating to Copilot CLI I cannot see the list of modified files,bug,VS Code,delegating copilot cli cannot see list modified file
301296,Do we need to show the repo at all if there are no plugins?,bug,VS Code,need show repo plugins
301295,Nitpick: can get uninstalled disabled plugin,bug,VS Code,nitpick get uninstalled disabled plugin
301294,\ escapes in terminal command,bug,VS Code,escape terminal command
301293,Doc link for agent plugins is dead,bug,VS Code,doc link agent plugins dead
301292,Should plugin customizations be read only?,bug,VS Code,plugin customizations read
301290,Nitpick: notifications are hard to read while in modal,bug,VS Code,nitpick notification hard read modal
301288,Github repo link is not clickable for some plugin marketplace types,bug,VS Code,github repo link clickable plugin marketplace type
301284,Fatal: could not create work tree dir when adding new plugin marketplace,bug,VS Code,fatal could create work tree dir adding new plugin marketplace
301264,Sessions: folders have wrong icon in top-of-window session chooser,bug,VS Code,session folder wrong icon topofwindow session chooser
301261,Scrollbars in flyouts are unstyled,bug,VS Code,scrollbars flyouts unstyled
301259,Use number formatting for token counts in debug log,bug,VS Code,use number formatting token count debug log
301258,Browser: sharing with agent button stops working,bug,VS Code,browser sharing agent button stop working
301226,title bar update widget shows briefly even though setting is off,bug,VS Code,title bar update widget show briefly even though setting
301216,Error serializing chat session for storage. The session will be lost if the window is closed. Please report this issue to the VS Code team:,bug,VS Code,error serializing chat session storage session lost window closed please report issue v code team
301212,[Unhandled Error] Unexpected usage,bug,VS Code,unhandled error unexpected usage
301207,[Unhandled Error] Illegal argument,bug,VS Code,unhandled error illegal argument
301203,[Unhandled Error] Can not find provider for openai-codex:/...,bug,VS Code,unhandled error find provider openaicodex
301202,[Unhandled Error] Notebook too large to backup,bug,VS Code,unhandled error notebook large backup
301201,[Unhandled Error] Cannot set a copy on selection override multiple times,bug,VS Code,unhandled error cannot set copy selection override multiple time
301197,[Unhandled Error] Invalid arguments: Horizontally/Vertically offset by 4,bug,VS Code,unhandled error invalid argument horizontallyvertically offset
301186,"[Unhandled Error] [044] potential listener LEAK detected, having 475 listeners already. MOST frequent listener (21):",bug,VS Code,unhandled error potential listener leak detected listener already frequent listener
301185,"[Unhandled Error] [5af] potential listener LEAK detected, having 285 listeners already. MOST frequent listener (78):",bug,VS Code,unhandled error af potential listener leak detected listener already frequent listener
301180,VS Code becomes extremely slow when GitHub Copilot Chat is active (extension host lag + uncaught error),bug,VS Code,v code becomes extremely slow github copilot chat active extension host lag uncaught error
301170,Terminal command struggles writing long commands,bug,VS Code,terminal command struggle writing long command
301121,New 'Update' UI pulls focus,bug,VS Code,new update ui pull focus
301092,Integrated terminal - fish shell - Python virtual env - Backspace/Enter does not works,bug,VS Code,integrated terminal fish shell python virtual env backspaceenter work
301069,Git `line_length` input validation does not handle plurality,bug,VS Code,git linelength input validation handle plurality
301060,"Linux distributions lack rollout support (apt, deb, snap)",bug,VS Code,linux distribution lack rollout support apt deb snap
301013,CLI MCP doesn't show correct MCP server name,bug,VS Code,cli mcp doesnt show correct mcp server name
301011,All Extensions fails to install - End of central directory record signature not found,bug,VS Code,extension fails install end central directory record signature found
300919,"""A session is in progress. Are you sure you want to close the window?"" keeps appearing.",bug,VS Code,session progress sure want close window keep appearing
300895,Support terminal creation in web worker extension host when there's a remote authority,bug,VS Code,support terminal creation web worker extension host there remote authority
300871,Rate limit errors suggest I switch to auto when already on auto,bug,VS Code,rate limit error suggest switch auto already auto
300857,"Copilot ""Quick Actions"" missing since one of the latest updates",bug,VS Code,copilot quick action missing since one latest update
300854,Error invoking subagent: Cannot read properties of undefined (reading 'length'),bug,VS Code,error invoking subagent cannot read property undefined reading length
300833,Allow reading external file for built-in skill,bug,VS Code,allow reading external file builtin skill
300812,`\n` missing at 80 cols in terminal chat output,bug,VS Code,n missing col terminal chat output
300795,SCM count badge includes hidden repositories,bug,VS Code,scm count badge includes hidden repository
300770,✋ Agent Sessions Tree is extremely inefficient,bug,VS Code,agent session tree extremely inefficient
300602,2026 theme shadows effecting other light themes since 1.111,bug,VS Code,theme shadow effecting light theme since
300601,Localization process isn't aligned with weekly releases,bug,VS Code,localization process isnt aligned weekly release
300589,PowerShell terminal auto-approve misparses --arg=value options and prompts for approval despite matching allowlist,bug,VS Code,powershell terminal autoapprove misparses argvalue option prompt approval despite matching allowlist
300556,[Unhandled Error] Uncaught TypeError: path segments after node_modules shouldn't be redacted.,bug,VS Code,unhandled error uncaught typeerror path segment nodemodules shouldnt redacted
300545,Consider leveraging Ask Questions UI in Claude Agent,bug,VS Code,consider leveraging ask question ui claude agent
300536,Bug? integrated terminal font rendering appears thin / poorly antialiased in light themes on macOS,bug,VS Code,bug integrated terminal font rendering appears thin poorly antialiased light theme macos
